,Rotation,Base moment [kN.m],Axial_Disp. [mm]
513,2.92e-06,22.9761,-0.261936
514,2.06e-06,23.0211,-0.263755
515,2.14e-06,23.0626,-0.265574
516,3.43e-06,23.0994,-0.267393
517,5.3e-06,23.1282,-0.269212
518,7.16e-06,23.1466,-0.269212
519,8.56e-06,23.1551,-0.269212
520,8.6e-06,23.1546,-0.267393
521,7.4e-06,23.1436,-0.267393
522,7.18e-06,23.127,-0.269212
523,8.49e-06,23.1151,-0.271031
524,9.34e-06,23.1075,-0.27285
525,9.44e-06,23.1021,-0.274669
526,9.79e-06,23.098,-0.274669
527,9.97e-06,23.0922,-0.274669
528,9.24e-06,23.0841,-0.274669
529,7.75e-06,23.0664,-0.274669
530,6.2e-06,23.036,-0.276488
531,4.72e-06,23.0066,-0.276488
532,3.33e-06,22.9881,-0.276488
533,3.14e-06,22.9792,-0.278307
534,4.66e-06,22.9746,-0.278307
535,6.18e-06,22.9692,-0.278307
536,5.75e-06,22.9584,-0.276488
537,4.21e-06,22.9391,-0.274669
538,3.4e-06,22.9207,-0.274669
539,3.26e-06,22.9119,-0.276488
540,3.12e-06,22.9086,-0.276488
541,3.15e-06,22.9047,-0.276488
542,4.36e-06,22.8959,-0.278307
543,6.96e-06,22.8834,-0.280126
544,9.46e-06,22.8721,-0.280126
545,1.067e-05,22.8684,-0.280126
546,1.08e-05,22.875,-0.281945
547,1.041e-05,22.8829,-0.283764
548,9.66e-06,22.8815,-0.283764
549,9.01e-06,22.869,-0.283764
550,9.2e-06,22.8531,-0.281945
551,1.008e-05,22.8439,-0.281945
552,1.039e-05,22.8435,-0.283764
553,1.002e-05,22.8455,-0.285583
554,1.005e-05,22.8453,-0.287402
555,1.069e-05,22.8465,-0.289221
556,1.151e-05,22.8496,-0.29104
557,1.214e-05,22.8498,-0.29104
558,1.243e-05,22.8455,-0.29104
559,1.236e-05,22.8367,-0.29104
560,1.149e-05,22.8204,-0.289221
561,9.84e-06,22.7984,-0.289221
562,8.73e-06,22.7772,-0.289221
563,9.05e-06,22.7572,-0.29104
564,9.49e-06,22.7376,-0.292859
565,9e-06,22.7211,-0.292859
566,7.88e-06,22.7106,-0.292859
567,6.53e-06,22.7016,-0.292859
568,5.8e-06,22.686,-0.292859
569,5.83e-06,22.6648,-0.292859
570,5.68e-06,22.6408,-0.294678
571,4.97e-06,22.6086,-0.296497
572,3.98e-06,22.5647,-0.298316
573,2.99e-06,22.51,-0.300135
574,2.65e-06,22.4438,-0.300135
575,3.16e-06,22.3655,-0.301954
576,3.96e-06,22.2731,-0.301954
577,4.45e-06,22.162,-0.301954
578,4.28e-06,22.0298,-0.301954
579,4.02e-06,21.8828,-0.301954
580,3.51e-06,21.7336,-0.301954
581,2.26e-06,21.5901,-0.301954
582,7.9e-07,21.4592,-0.301954
583,-4.8e-07,21.3485,-0.303773
584,-1.11e-06,21.259,-0.303773
585,-3.6e-07,21.1889,-0.303773
586,1.63e-06,21.135,-0.301954
587,3.82e-06,21.0908,-0.301954
588,5.41e-06,21.0606,-0.301954
589,5.63e-06,21.0502,-0.303773
590,4.43e-06,21.0489,-0.305592
591,3.63e-06,21.0508,-0.307411
592,4.43e-06,21.0569,-0.30923
593,5.83e-06,21.0661,-0.311049
594,6.85e-06,21.0857,-0.311049
595,6.78e-06,21.1121,-0.311049
596,5.47e-06,21.1314,-0.30923
597,3.62e-06,21.145,-0.311049
598,2.09e-06,21.1578,-0.312868
599,1.89e-06,21.1785,-0.314687
600,3.19e-06,21.214,-0.314687
601,5.18e-06,21.2553,-0.316506
602,6.68e-06,21.2955,-0.316506
603,7.02e-06,21.3352,-0.316506
604,6.9e-06,21.3761,-0.316506
605,7.36e-06,21.4221,-0.316506
606,8.33e-06,21.4743,-0.316506
607,8.92e-06,21.5281,-0.318325
608,8.63e-06,21.5799,-0.318325
609,7.87e-06,21.6282,-0.318325
610,7.55e-06,21.6699,-0.314687
611,8.12e-06,21.7051,-0.312868
612,9.22e-06,21.7322,-0.311049
613,9.84e-06,21.7505,-0.311049
614,9.73e-06,21.7667,-0.311049
615,9.43e-06,21.7801,-0.311049
616,9.15e-06,21.7808,-0.312868
617,9.36e-06,21.7714,-0.312868
618,1.107e-05,21.7667,-0.314687
619,1.368e-05,21.7711,-0.314687
620,1.51e-05,21.7802,-0.316506
621,1.516e-05,21.7946,-0.318325
622,1.478e-05,21.8075,-0.321963
623,1.377e-05,21.8123,-0.323782
624,1.219e-05,21.82,-0.325601
625,1.092e-05,21.8378,-0.325601
626,9.7e-06,21.8607,-0.32742
627,7.92e-06,21.8837,-0.331058
628,6.81e-06,21.9126,-0.331058
629,7.89e-06,21.9532,-0.331058
630,9.66e-06,21.993,-0.331058
631,1.021e-05,22.0242,-0.331058
632,1.057e-05,22.0521,-0.331058
633,1.139e-05,22.0803,-0.331058
634,1.217e-05,22.1107,-0.332877
635,1.225e-05,22.1406,-0.332877
636,1.092e-05,22.1697,-0.331058
637,8.82e-06,22.2004,-0.331058
638,7.03e-06,22.2314,-0.329239
639,6.31e-06,22.2592,-0.329239
640,6.75e-06,22.2795,-0.329239
641,7.01e-06,22.2965,-0.331058
642,6.42e-06,22.3093,-0.334696
643,6.07e-06,22.288,-0.336515
644,6.44e-06,22.2073,-0.338334
645,7.14e-06,22.0878,-0.338334
646,7.85e-06,21.9662,-0.338334
647,7.95e-06,21.8608,-0.336515
648,7.68e-06,21.7767,-0.334696
649,7.89e-06,21.7117,-0.332877
650,8.51e-06,21.6629,-0.332877
651,8.94e-06,21.6273,-0.332877
652,8.71e-06,21.5979,-0.334696
653,8.33e-06,21.574,-0.334696
654,8.31e-06,21.5573,-0.336515
655,8.24e-06,21.5384,-0.338334
656,7.68e-06,21.5159,-0.338334
657,6.75e-06,21.4999,-0.340153
658,6.56e-06,21.4909,-0.340153
659,7.46e-06,21.4795,-0.340153
660,7.97e-06,21.4595,-0.340153
661,7.74e-06,21.436,-0.340153
662,8.52e-06,21.4229,-0.340153
663,1.054e-05,21.4241,-0.340153
664,1.17e-05,21.4327,-0.341972
